period,network,subnetwork,g,g_name,f,f_name,v,v_name
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0293,Endosulfan II
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0253,Endrín
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3870,Endrín (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0222,Epòxid d'heptaclor B
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0128,Heptaclor
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3873,Heptaclor (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0070,Hexaclorobenzè
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3866,Hexaclorobenzè (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2577,Hexaclorociclohexà (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0170,Isodrín
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3868,Isodrín (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0161,Lindà(g-Hexaclorociclohexà)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2576,Lindà(g-Hexaclorociclohexà) (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0333,Metolaclor
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0057,Pentaclorobenzè
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3865,Pentaclorobenzè (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,4039,Pentaclorofenol (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2431,Quinoxifèn
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3876,Quinoxifèn (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0238,Sulfat d'endosulfan
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2453,Suma Endosulfà (I-II)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0107,Suma d'al-diel-iso-endrín
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3871,Suma d'al-diel-iso-endrín (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,3874,Suma d'epòxids d'heptaclor (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0272,Suma d'hexaclorociclohexans
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1515,Suma de DDT
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2572,Suma de DDT (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0203,Trifluralina
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0289,a-Hexaclorociclohexà
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2573,a-Hexaclorociclohexà (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0110,b-Hexaclorociclohexà
after_2007,0004,0009,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2574,b-Hexaclorociclohexà (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,1881,Clorfenvinfòs
after_2007,0004,0009,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0089,Clorpirifòs
after_2007,0004,0009,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0078,Malation
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,0775,BDE-100
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3858,BDE-100 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,1511,BDE-153
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3859,BDE-153 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,1512,BDE-154
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3860,BDE-154 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,1882,BDE-183
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3960,BDE-183 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,2454,BDE-197
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3961,BDE-197 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,1883,BDE-209
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3962,BDE-209 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,1510,BDE-28
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3855,BDE-28 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,0773,BDE-47
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3856,BDE-47 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,0774,BDE-99
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3857,BDE-99 (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,2455,Suma PBDEs
after_2007,0004,0009,11,Microcontaminants orgànics,110013,Polibromatdifenilèters,3861,Suma de BDE (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110017,Retardant de flama,3880,Hexabromociclododecà (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110016,Surfactant,3878,PFOA (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110016,Surfactant,3877,PFOS (en sediment)
after_2007,0004,0009,11,Microcontaminants orgànics,110014,Triazines,0118,Atrazina
after_2007,0004,0009,11,Microcontaminants orgànics,110014,Triazines,2436,Cibutrina
after_2007,0004,0009,11,Microcontaminants orgànics,110014,Triazines,0114,Simazina
after_2007,0004,0009,11,Microcontaminants orgànics,110014,Triazines,0105,Terbutrina
after_2007,0004,0009,11,Microcontaminants orgànics,110014,Triazines,0132,tert-Butilazina
after_2007,0004,0007,6,Índexs biològics,060001,Fanerògames marines,3508,Índex CYMOX-EQR
after_2007,0004,0007,6,Índexs biològics,060001,Fanerògames marines,1520,Índex POMI-EQR
after_2007,0004,0007,6,Índexs biològics,060003,Fitoplàncton,0271,Clorofil·la a
after_2007,0004,0007,6,Índexs biològics,060005,Macroalgues,3507,Índex CARLIT-EQR
after_2007,0004,0007,6,Índexs biològics,060008,Macrofauna,3502,Índex MEDOCC-EQR
after_2007,0005,0010,5,Fisicoquímics,050001,Condicions d'oxigenació,0052,Oxidabilitat DQO (KMnO4)
after_2007,0005,0010,5,Fisicoquímics,050001,Condicions d'oxigenació,0008,Oxigen dissolt
after_2007,0005,0010,5,Fisicoquímics,050001,Condicions d'oxigenació,0009,TOC
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0317,Bicarbonats
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0129,Calci
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0321,Carbonats
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0013,Cianurs
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0155,Detergents aniònics
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0297,Duresa total
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0179,Error relatiu balanç iònic
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0082,Fluorurs
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0069,Magnesi
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0050,Matèries en suspensió
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0034,Potencial redox
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0154,Suma d'anions
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0096,Suma de cations
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0005,Temperatura de l'aigua
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0003,Terbolesa
after_2007,0005,0010,5,Fisicoquímics,050002,Generals,0001,pH
after_2007,0005,0010,5,Fisicoquímics,050003,Nutrients,0007,Amoni
after_2007,0005,0010,5,Fisicoquímics,050003,Nutrients,0006,Fosfats
after_2007,0005,0010,5,Fisicoquímics,050003,Nutrients,0016,Nitrats
after_2007,0005,0010,5,Fisicoquímics,050003,Nutrients,0319,Nitrits
after_2007,0005,0010,5,Fisicoquímics,050004,Salinitat,0014,Clorurs
after_2007,0005,0010,5,Fisicoquímics,050004,Salinitat,0002,Conductivitat
after_2007,0005,0010,5,Fisicoquímics,050004,Salinitat,0051,Conductivitat a 20ºC
after_2007,0005,0010,5,Fisicoquímics,050004,Salinitat,0228,Potassi
after_2007,0005,0010,5,Fisicoquímics,050004,Salinitat,0163,Sodi
after_2007,0005,0010,5,Fisicoquímics,050004,Salinitat,0134,Sulfats
after_2007,0005,0010,8,Metalls,080001,Metalls,2390,Alumini
after_2007,0005,0010,8,Metalls,080001,Metalls,2391,Antimoni
after_2007,0005,0010,8,Metalls,080001,Metalls,2392,Arsènic
after_2007,0005,0010,8,Metalls,080001,Metalls,2393,Bari
after_2007,0005,0010,8,Metalls,080001,Metalls,2394,Beril·li
after_2007,0005,0010,8,Metalls,080001,Metalls,2395,Bor
after_2007,0005,0010,8,Metalls,080001,Metalls,2396,Cadmi
after_2007,0005,0010,8,Metalls,080001,Metalls,2397,Cobalt
after_2007,0005,0010,8,Metalls,080001,Metalls,2398,Coure
after_2007,0005,0010,8,Metalls,080001,Metalls,2399,Crom
after_2007,0005,0010,8,Metalls,080001,Metalls,0208,Crom VI
after_2007,0005,0010,8,Metalls,080001,Metalls,2400,Estronci
after_2007,0005,0010,8,Metalls,080001,Metalls,2401,Ferro
after_2007,0005,0010,8,Metalls,080001,Metalls,2402,Manganès
after_2007,0005,0010,8,Metalls,080001,Metalls,2403,Molibdè
after_2007,0005,0010,8,Metalls,080001,Metalls,2404,Níquel
after_2007,0005,0010,8,Metalls,080001,Metalls,2405,Plom
after_2007,0005,0010,8,Metalls,080001,Metalls,2406,Seleni
after_2007,0005,0010,8,Metalls,080001,Metalls,0175,Silici
after_2007,0005,0010,8,Metalls,080001,Metalls,2407,Vanadi
after_2007,0005,0010,8,Metalls,080001,Metalls,2408,Zinc
after_2007,0005,0010,11,Microcontaminants orgànics,110022,Plaguicides,1209,Bentazona
after_2007,0005,0010,11,Microcontaminants orgànics,110022,Plaguicides,1202,Cianazina
after_2007,0005,0010,11,Microcontaminants orgànics,110022,Plaguicides,1207,Clortoluron
after_2007,0005,0010,11,Microcontaminants orgànics,110022,Plaguicides,1204,Diuron
after_2007,0005,0010,11,Microcontaminants orgànics,110022,Plaguicides,1205,Isoproturon
after_2007,0005,0010,11,Microcontaminants orgànics,110022,Plaguicides,1206,Linuron
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0471,"2,4'-DDD"
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0425,"2,4'-DDE"
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0361,"2,4'-DDT"
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1212,"2,4-D (Àcid 2,4-diclorofenoxiacètic)"
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0116,"4,4'-DDD"
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0284,"4,4'-DDE"
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0054,"4,4'-DDT"
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2441,Aclonifèn
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0244,Alaclor
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0143,Aldrín
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2432,Bifenox
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1201,Cetona d'endrín
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2433,Cipermetrín (suma d'isòmers)
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0232,Dieldrín
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0106,Endosulfan I
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0293,Endosulfan II
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0253,Endrín
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0349,Epòxid d'heptaclor A
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0222,Epòxid d'heptaclor B
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0128,Heptaclor
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0070,Hexaclorobenzè
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0170,Isodrín
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0161,Lindà(g-Hexaclorociclohexà)
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1210,MCPA
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1208,Mecoprop (MCPP)
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0333,Metolaclor
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0057,Pentaclorobenzè
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1509,Propanil
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2431,Quinoxifèn
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0238,Sulfat d'endosulfan
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0107,Suma d'al-diel-iso-endrín
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1515,Suma de DDT
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0314,Suma de plaguicides clorats
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0203,Trifluralina
after_2007,0005,0010,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0289,a-Hexaclorociclohexà
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0277,Azinfòs d'etil
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,1881,Clorfenvinfòs
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0093,Clorfenvinfòs (suma d'isòmers)
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0089,Clorpirifòs
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0112,Diazinon
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0690,Dimetoat
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0133,Etion
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0062,Fenitrotion
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,2581,Glifosat
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0078,Malation
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0138,Molinat
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0263,Paration
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0119,Paration de metil
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,0294,Suma d'organofosforats
after_2007,0005,0010,11,Microcontaminants orgànics,110011,Plaguicides organofosforats,2579,Àcid aminometilfosfònic (AMPA)
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,0118,Atrazina
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,2436,Cibutrina
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,0148,Desetilatrazina
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,1203,Desisopropilatrazina
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,0153,Propazina
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,0114,Simazina
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,0233,Suma de triazines
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,0105,Terbutrina
after_2007,0005,0010,11,Microcontaminants orgànics,110014,Triazines,0132,tert-Butilazina
after_2007,0005,0011,13,Piezometria,130001,Piezometria,0044,Nivell piezomètric
after_2007,0002,0004,8,Metalls,080001,Metalls,2390,Alumini
after_2007,0002,0004,8,Metalls,080001,Metalls,0245,Alumini dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2391,Antimoni
after_2007,0002,0004,8,Metalls,080001,Metalls,0099,Antimoni dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2392,Arsènic
after_2007,0002,0004,8,Metalls,080001,Metalls,0230,Arsènic dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2393,Bari
after_2007,0002,0004,8,Metalls,080001,Metalls,0236,Bari dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2394,Beril·li
after_2007,0002,0004,8,Metalls,080001,Metalls,0789,Beril·li dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2395,Bor
after_2007,0002,0004,8,Metalls,080001,Metalls,0201,Bor dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2396,Cadmi
after_2007,0002,0004,8,Metalls,080001,Metalls,0225,Cadmi dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2397,Cobalt
after_2007,0002,0004,8,Metalls,080001,Metalls,0058,Cobalt dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2398,Coure
after_2007,0002,0004,8,Metalls,080001,Metalls,0288,Coure dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2399,Crom
after_2007,0002,0004,8,Metalls,080001,Metalls,0095,Crom dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2400,Estronci
after_2007,0002,0004,8,Metalls,080001,Metalls,2401,Ferro
after_2007,0002,0004,8,Metalls,080001,Metalls,0085,Ferro dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2402,Manganès
after_2007,0002,0004,8,Metalls,080001,Metalls,0182,Manganès dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2409,Mercuri
after_2007,0002,0004,8,Metalls,080001,Metalls,0296,Mercuri dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2403,Molibdè
after_2007,0002,0004,8,Metalls,080001,Metalls,0266,Molibdè dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2404,Níquel
after_2007,0002,0004,8,Metalls,080001,Metalls,0090,Níquel dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2405,Plom
after_2007,0002,0004,8,Metalls,080001,Metalls,0291,Plom dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2406,Seleni
after_2007,0002,0004,8,Metalls,080001,Metalls,0092,Seleni dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2407,Vanadi
after_2007,0002,0004,8,Metalls,080001,Metalls,0790,Vanadi dissolt
after_2007,0002,0004,8,Metalls,080001,Metalls,2408,Zinc
after_2007,0002,0004,8,Metalls,080001,Metalls,0065,Zinc dissolt
after_2007,0002,0004,11,Microcontaminants orgànics,110002,Clorofenols,0102,Pentaclorofenol
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0248,BTEX total
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0076,Benzè
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0056,Clorobenzè
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0196,Etilbenzè
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0255,Naftalè
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0220,Suma de xilens
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0312,Toluè
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0137,"m,p-Xilè"
after_2007,0002,0004,11,Microcontaminants orgànics,110004,Dissolvents industrials,0159,o-Xilè
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,0186,Antracè
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,0074,Benzo(a)pirè
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,0218,Benzo(b)fluorantè
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,0252,Benzo(ghi)perilè
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,0205,Benzo(k)fluorantè
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,0169,Fluorantè
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,0075,"Indeno(1,2,3-cd)pirè"
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,1513,Suma de PAH1
after_2007,0002,0004,11,Microcontaminants orgànics,110006,Hidrocarburs aromàtics policíclics,1514,Suma de PAH2
after_2007,0002,0004,11,Microcontaminants orgànics,110007,Nonilfenols i Octilfenol,2434,4-n-Nonilfenol
after_2007,0002,0004,11,Microcontaminants orgànics,110007,Nonilfenols i Octilfenol,0309,NPEO(e=0)
after_2007,0002,0004,11,Microcontaminants orgànics,110007,Nonilfenols i Octilfenol,0176,tert-Octilfenol
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0300,"1,1,1-Tricloroetà"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0156,"1,1,2,2-Tetracloroetà"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0061,"1,1,2-Tricloroetà"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0250,"1,1-Dicloroetilè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0142,"1,1-Dicloroetà"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0194,"1,2,3-Triclorobenzè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0164,"1,2,4-Triclorobenzè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0234,"1,2-Diclorobenzè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0162,"1,2-Dicloroetà"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0313,"1,2-Dicloropropà"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0060,"1,3,5-Triclorobenzè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0173,"1,3-Diclorobenzè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0192,"1,4-Diclorobenzè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0221,Bromodiclorometà
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0177,Bromoform
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0304,Dibromoclorometà
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0124,Diclorometà
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0150,Hexaclorobutadiè
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0433,Suma de diclorobenzens
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0219,Suma de triclorobenzens
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0144,Tetracloroetilè
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0083,Tetraclorur de Carboni
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0216,Tricloroetilè
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0323,Triclorofluorometà
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0322,Triclorometà
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0165,"cis-1,2-Dicloroetilè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0081,"cis-1,3-Dicloropropè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0273,"trans-1,2-Dicloroetilè"
after_2007,0002,0004,11,Microcontaminants orgànics,110008,Organohalogenats volàtils,0066,"trans-1,3-Dicloropropè"
after_2007,0002,0004,11,Microcontaminants orgànics,110022,Plaguicides,1209,Bentazona
after_2007,0002,0004,11,Microcontaminants orgànics,110022,Plaguicides,1202,Cianazina
after_2007,0002,0004,11,Microcontaminants orgànics,110022,Plaguicides,1207,Clortoluron
after_2007,0002,0004,11,Microcontaminants orgànics,110022,Plaguicides,1204,Diuron
after_2007,0002,0004,11,Microcontaminants orgànics,110022,Plaguicides,1205,Isoproturon
after_2007,0002,0004,11,Microcontaminants orgànics,110022,Plaguicides,1206,Linuron
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0471,"2,4'-DDD"
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0425,"2,4'-DDE"
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0361,"2,4'-DDT"
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0116,"4,4'-DDD"
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0284,"4,4'-DDE"
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0054,"4,4'-DDT"
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2441,Aclonifèn
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0244,Alaclor
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,0143,Aldrín
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,2432,Bifenox
after_2007,0002,0004,11,Microcontaminants orgànics,110010,Plaguicides organoclorats,1201,Cetona d'endrín
